date,asset,usd,inr
2023-03-03,btc,22362.68,1827316.13
2023-03-02,btc,23475.47,1933323.38
2023-03-01,btc,23646.55,1948952.25
2023-02-28,btc,23147.35,1912796.63
2023-02-27,btc,23522.87,1944215.88
2023-02-26,btc,23561.21,1953991.5
2023-02-25,btc,23175.38,1921993.0
2023-02-24,btc,23198.13,1923901.88
2023-02-23,btc,23947.49,1978490.13
2023-02-22,btc,24188.84,2003695.88
2023-02-21,btc,24436.35,2024841.5
2023-02-20,btc,24829.15,2053314.88
2023-02-19,btc,24327.64,2013489.75
2023-02-18,btc,24641.28,2040646.38
2023-02-17,btc,24565.6,2034404.0
2023-02-16,btc,23623.47,1953367.25
2023-02-15,btc,24307.84,2011257.25
2023-02-14,btc,22220.8,1841390.38
2023-02-13,btc,21808.1,1801311.0
2023-02-12,btc,21788.2,1797794.75
2023-02-11,btc,21870.88,1804108.75
2023-02-10,btc,21651.18,1786113.25
2023-02-09,btc,21819.04,1800763.5
2023-02-08,btc,22939.4,1896165.13
2023-02-07,btc,23264.29,1924942.13
2023-02-06,btc,22760.11,1883523.13
2023-02-05,btc,22955.67,1890522.13
2023-02-04,btc,23331.85,1924659.25
2023-02-03,btc,23449.32,1934372.0
2023-02-02,btc,23471.87,1925776.38
2023-02-01,btc,23723.77,1938482.38
2023-01-31,btc,23139.28,1892068.13
2023-01-30,btc,22840.14,1863300.88
2023-01-29,btc,23774.57,1937945.5
2023-01-28,btc,23031.09,1877392.0
2023-01-27,btc,23078.73,1881252.0
2023-01-26,btc,23032.78,1875915.13
2023-01-25,btc,23117.86,1884173.75
2023-01-24,btc,22636.47,1847184.63
2023-01-23,btc,22934.43,1868886.5
2023-01-22,btc,22720.42,1839764.13
2023-01-21,btc,22777.63,1844446.75
2023-01-20,btc,22676.55,1836262.13
2023-01-19,btc,21086.79,1713092.13
2023-01-18,btc,20688.78,1684816.63
2023-01-17,btc,21161.52,1725208.63
2023-01-16,btc,21169.63,1728560.88
2023-01-15,btc,20880.8,1697291.13
2023-01-14,btc,20976.3,1705051.13
2023-01-13,btc,19909.57,1618351.75
2023-01-12,btc,18869.59,1530618.75
2023-01-11,btc,17934.9,1464062.38
2023-01-10,btc,17446.29,1424274.38
2023-01-09,btc,17196.55,1413218.75
2023-01-08,btc,17091.14,1406154.0
2023-01-07,btc,16955.08,1394956.13
2023-01-06,btc,16951.97,1394699.5
2023-01-05,btc,16836.74,1391479.63
2023-01-04,btc,16863.24,1394025.75
2023-01-03,btc,16679.86,1380747.88
2023-01-02,btc,16688.47,1380239.13
2023-01-01,btc,16625.08,1375710.75
2022-12-31,btc,16547.5,1369629.63
2022-12-30,btc,16602.59,1373863.75
2022-12-29,btc,16642.34,1378579.38
2022-12-28,btc,16552.57,1371422.0
2022-12-27,btc,16717.17,1383756.75
2022-12-26,btc,16919.8,1402705.38
2022-12-25,btc,16841.99,1392458.13
2022-12-24,btc,16847.76,1391697.88
2022-12-23,btc,16796.95,1387501.38
2022-12-22,btc,16830.34,1394817.0
2022-12-21,btc,16817.54,1393817.88
2022-12-20,btc,16906.3,1397088.88
2022-12-19,btc,16439.68,1357627.38
2022-12-18,btc,16757.98,1386171.63
2022-12-17,btc,16795.09,1388674.38
2022-12-16,btc,16647.48,1376452.25
2022-12-15,btc,17364.87,1438818.75
2022-12-14,btc,17815.65,1469715.5
2022-12-13,btc,17781.32,1465217.13
2022-12-12,btc,17206.44,1422027.13
2022-12-11,btc,17104.19,1409863.13
2022-12-10,btc,17128.72,1412111.63
2022-12-09,btc,17133.15,1412458.75
2022-12-08,btc,17233.47,1417959.25
2022-12-07,btc,16848.13,1385821.75
2022-12-06,btc,17089.5,1407704.38
2022-12-05,btc,16974.83,1390254.38
2022-12-04,btc,17130.49,1394853.13
2022-12-03,btc,16908.24,1376863.13
2022-12-02,btc,17088.66,1391384.38
2022-12-01,btc,16967.13,1377094.0
2022-11-30,btc,17168.57,1395897.88
2022-11-29,btc,16444.98,1342422.13
2022-11-28,btc,16217.32,1324153.25
2022-11-27,btc,16444.63,1343016.5
2022-11-26,btc,16464.28,1344636.25
2022-11-25,btc,16521.84,1349337.0
2022-11-24,btc,16604.46,1355848.38
2022-11-23,btc,16610.71,1355989.25
2022-11-22,btc,16189.77,1322951.0
2022-11-21,btc,15787.28,1290262.38
2022-11-20,btc,16291.83,1328112.63
2022-11-19,btc,16711.55,1362327.0
2022-11-18,btc,16697.78,1361204.5
2022-11-17,btc,16687.52,1360454.13
2022-11-16,btc,16669.44,1358485.13
2022-11-15,btc,16884.61,1368862.63
2022-11-14,btc,16618.2,1345947.0
2022-11-13,btc,16353.37,1316901.0
2022-11-12,btc,16799.19,1353126.5
2022-11-11,btc,17034.29,1372080.75
2022-11-10,btc,17586.77,1415437.88
2022-11-09,btc,15880.78,1291807.0
2022-11-08,btc,18541.27,1509360.5
2022-11-07,btc,20602.82,1685851.38
2022-11-06,btc,20926.49,1715737.0
2022-11-05,btc,21282.69,1744115.5
2022-11-04,btc,21147.23,1732993.13
2022-11-03,btc,20209.99,1671001.13
2022-11-02,btc,20159.5,1671326.75
2022-11-01,btc,20485.27,1693819.63
2022-10-31,btc,20495.77,1695599.0
2022-10-30,btc,20635.6,1697999.88
2022-10-29,btc,20818.48,1713104.5
2022-10-28,btc,20595.35,1694744.13
2022-10-27,btc,20285.84,1672418.13
2022-10-26,btc,20770.44,1704211.38
2022-10-25,btc,20095.86,1656814.13
2022-10-24,btc,19345.57,1601073.5
2022-10-23,btc,19567.01,1615091.13
2022-10-22,btc,19208.19,1585463.25
2022-10-21,btc,19172.47,1582514.75
2022-10-20,btc,19053.74,1578144.25
2022-10-19,btc,19139.54,1588527.75
2022-10-18,btc,19334.42,1590964.25
2022-10-17,btc,19550.76,1606971.38
2022-10-16,btc,19268.09,1587942.38
2022-10-15,btc,19067.63,1571776.63
2022-10-14,btc,19185.66,1581505.38
2022-10-13,btc,19382.9,1593126.25
2022-10-12,btc,19157.45,1574746.75
2022-10-11,btc,19051.42,1567439.25
2022-10-10,btc,19141.48,1577663.25
2022-10-09,btc,19446.43,1610797.0
2022-10-08,btc,19416.57,1608169.5
2022-10-07,btc,19546.85,1618960.0
2022-10-06,btc,19955.44,1643451.38
2022-10-05,btc,20160.72,1646111.38
2022-10-04,btc,20336.84,1656929.13
2022-10-03,btc,19623.58,1599230.5
2022-10-02,btc,19044.11,1552505.13
2022-10-01,btc,19312.1,1576608.5
2022-09-30,btc,19431.79,1586380.25
2022-09-29,btc,19573.05,1594828.88
2022-09-28,btc,19426.72,1581897.5
2022-09-27,btc,19110.55,1561806.63
2022-09-26,btc,19222.67,1568877.63
2022-09-25,btc,18802.1,1527765.25
2022-09-24,btc,18937.01,1538543.13
2022-09-23,btc,19297.64,1567903.13
2022-09-22,btc,19413.55,1573709.88
2022-09-21,btc,18547.4,1484736.0
2022-09-20,btc,18890.79,1506779.38
2022-09-19,btc,19544.13,1557818.63
2022-09-18,btc,19419.51,1547535.63
2022-09-17,btc,20127.58,1603960.5
2022-09-16,btc,19772.58,1575671.25
2022-09-15,btc,19701.21,1573129.0
2022-09-14,btc,20241.09,1608236.63
2022-09-13,btc,20296.71,1615673.75
2022-09-12,btc,22370.45,1775219.5
2022-09-11,btc,21769.26,1734053.25
2022-09-10,btc,21680.54,1727007.75
2022-09-09,btc,21381.15,1703138.5
2022-09-08,btc,19329.83,1540632.25
2022-09-07,btc,19290.32,1536450.13
2022-09-06,btc,18837.67,1505042.25
2022-09-05,btc,19812.37,1586832.25
2022-09-04,btc,19986.71,1593435.5
2022-09-03,btc,19832.09,1581106.25
2022-09-02,btc,19969.77,1592083.0
2022-09-01,btc,20127.14,1604476.13
2022-08-31,btc,20049.76,1594937.63
2022-08-30,btc,19796.81,1577481.0
2022-08-29,btc,20297.99,1623193.0
2022-08-28,btc,19616.81,1568547.75
2022-08-27,btc,20041.74,1602543.38
2022-08-26,btc,20260.02,1619977.13
2022-08-25,btc,21600.9,1725552.63
2022-08-24,btc,21395.02,1707261.38
2022-08-23,btc,21528.09,1719154.5
2022-08-22,btc,21398.91,1709431.75
2022-08-21,btc,21534.12,1721076.75
2022-08-20,btc,21166.06,1691551.38
2022-08-19,btc,20877.55,1668494.38
2022-08-18,btc,23212.74,1851609.38
2022-08-17,btc,23336.0,1851899.0
2022-08-16,btc,23883.29,1890272.75
2022-08-15,btc,24136.97,1920172.25
2022-08-14,btc,24319.33,1936496.25
2022-08-13,btc,24424.07,1944834.75
2022-08-12,btc,24402.82,1943142.75
2022-08-11,btc,23957.53,1907360.88
2022-08-10,btc,23947.64,1894211.63
2022-08-09,btc,23164.32,1843385.13
2022-08-08,btc,23809.49,1895285.13
2022-08-07,btc,23175.89,1840417.0
2022-08-06,btc,22961.28,1823281.63
2022-08-05,btc,23289.31,1849423.13
2022-08-04,btc,22630.96,1791359.13
2022-08-03,btc,22846.51,1807582.63
2022-08-02,btc,22978.12,1806188.88
2022-08-01,btc,23314.2,1840794.75
2022-07-31,btc,23336.9,1848166.75
2022-07-30,btc,23656.21,1873453.38
2022-07-29,btc,23804.63,1885207.88
2022-07-28,btc,23843.89,1897298.5
2022-07-27,btc,22930.55,1830950.38
2022-07-26,btc,21239.75,1695813.0
2022-07-25,btc,21361.7,1703013.63
2022-07-24,btc,22609.16,1805953.38
2022-07-23,btc,22465.48,1794452.5
2022-07-22,btc,22714.98,1814404.38
2022-07-21,btc,23164.63,1847984.88
2022-07-20,btc,23231.73,1858690.5
2022-07-19,btc,23389.43,1867789.88
2022-07-18,btc,22485.69,1799541.0
2022-07-17,btc,20779.34,1656543.88
2022-07-16,btc,21190.32,1690680.0
2022-07-15,btc,20836.33,1661086.75
2022-07-14,btc,20569.92,1643093.38
2022-07-13,btc,20212.07,1613076.25
2022-07-12,btc,19323.91,1535798.0
2022-07-11,btc,19970.56,1587220.88
2022-07-10,btc,20860.45,1654893.88
2022-07-09,btc,21592.21,1712836.25
2022-07-08,btc,21731.12,1723964.25
2022-07-07,btc,21637.59,1714169.75
2022-07-06,btc,20548.25,1624175.75
2022-07-05,btc,20190.12,1602460.13
2022-07-04,btc,20231.26,1597050.63
2022-07-03,btc,19297.08,1523522.63
2022-07-02,btc,19242.26,1519193.38
2022-07-01,btc,19269.37,1521333.88
2022-06-30,btc,19784.73,1562266.25
2022-06-29,btc,20104.02,1586177.25
2022-06-28,btc,20280.63,1603659.75
2022-06-27,btc,20735.48,1626516.75
2022-06-26,btc,21027.29,1645439.25
2022-06-25,btc,21502.34,1682611.75
2022-06-24,btc,21231.66,1661430.13
2022-06-23,btc,21085.88,1647705.25
2022-06-22,btc,19987.03,1562851.75
2022-06-21,btc,20710.6,1618225.63
2022-06-20,btc,20599.54,1605409.5
2022-06-19,btc,20553.27,1602367.0
2022-06-18,btc,19017.64,1482645.88
2022-06-17,btc,20471.48,1595989.5
2022-06-16,btc,20381.65,1589319.25
2022-06-15,btc,22572.84,1758433.25
2022-06-14,btc,22206.79,1731813.38
2022-06-13,btc,22487.39,1757633.25
2022-06-12,btc,26762.65,2092246.13
2022-06-11,btc,28360.81,2217157.5
2022-06-10,btc,29083.8,2273707.75
2022-06-09,btc,30112.0,2343284.0
2022-06-08,btc,30214.36,2348439.75
2022-06-07,btc,31155.48,2419871.0
2022-06-06,btc,31370.67,2441305.0
2022-06-05,btc,29906.66,2323581.75
2022-06-04,btc,29832.91,2317820.5
2022-06-03,btc,29704.39,2307865.0
2022-06-02,btc,30467.49,2357571.25
2022-06-01,btc,29799.08,2311915.25
2022-05-31,btc,31792.31,2467059.75
2022-05-30,btc,31726.39,2460497.25
2022-05-29,btc,29445.96,2287722.5
2022-05-28,btc,28814.9,2254898.75
2022-05-27,btc,28627.57,2224139.25
2022-05-26,btc,29267.22,2272028.0
2022-05-25,btc,29562.36,2290978.0
2022-05-24,btc,29655.59,2297686.5
2022-05-23,btc,29098.91,2255952.5
2022-05-22,btc,30323.72,2359751.0
2022-05-21,btc,29432.23,2290374.5
2022-05-20,btc,29200.74,2272360.75
2022-05-19,btc,30314.33,2346976.5
2022-05-18,btc,28720.27,2235024.75
2022-05-17,btc,30425.86,2354129.0
2022-05-16,btc,29862.92,2323509.75
2022-05-15,btc,31305.11,2425725.25
2022-05-14,btc,30101.27,2332441.75
2022-05-13,btc,29283.1,2269045.25
2022-05-12,btc,29047.75,2249575.25
2022-05-11,btc,28936.36,2240213.5
2022-05-10,btc,31022.91,2397189.5
2022-05-09,btc,30296.95,2343955.75
2022-05-08,btc,34059.27,2621124.25
2022-05-07,btc,35501.95,2731985.5
2022-05-06,btc,36040.92,2773460.75
2022-05-05,btc,36575.14,2799536.25
2022-05-04,btc,39698.37,3017147.5
2022-05-03,btc,37750.45,2886684.5
2022-05-02,btc,38529.33,2948474.25
2022-05-01,btc,38469.09,2943784.25
2022-04-30,btc,37714.88,2886123.25
2022-04-29,btc,38609.82,2954609.0
2022-04-28,btc,39773.83,3046247.5
2022-04-27,btc,39241.12,3000809.75
2022-04-26,btc,38117.46,2927203.75
2022-04-25,btc,40458.31,3096191.5
2022-04-24,btc,39469.29,3017970.0
2022-04-23,btc,39486.73,3019340.75
2022-04-22,btc,39740.32,3038692.0
2022-04-21,btc,40527.36,3091907.5
2022-04-20,btc,41374.38,3155890.75
2022-04-19,btc,41502.75,3172704.5
2022-04-18,btc,40826.21,3114242.0
2022-04-17,btc,39716.95,3031660.75
2022-04-16,btc,40424.48,3085665.5
2022-04-15,btc,40553.46,3095510.75
2022-04-14,btc,39935.52,3047441.5
2022-04-13,btc,41166.73,3133692.0
2022-04-12,btc,40127.18,3055683.0
2022-04-11,btc,39521.9,2997283.75
2022-04-10,btc,42207.67,3204303.0
2022-04-09,btc,42782.14,3247912.75
2022-04-08,btc,42287.66,3210373.75
2022-04-07,btc,43503.85,3302527.5
2022-04-06,btc,43206.74,3281350.5
2022-04-05,btc,45555.99,3437242.75
2022-04-04,btc,46622.68,3518457.25
2022-04-03,btc,46453.57,3530240.75
2022-04-02,btc,45868.95,3483957.75
2022-04-01,btc,46281.64,3515257.5
2022-03-31,btc,45538.68,3456816.0
2022-03-30,btc,47062.66,3568669.75
2022-03-29,btc,47465.73,3591587.0
2022-03-28,btc,47128.0,3583337.75
2022-03-27,btc,46820.49,3571408.75
2022-03-26,btc,44500.83,3394418.5
2022-03-25,btc,44348.73,3382861.25
2022-03-24,btc,43960.93,3355263.5
2022-03-23,btc,42892.96,3283530.75
2022-03-22,btc,42358.81,3223596.25
2022-03-21,btc,41078.0,3134553.5
2022-03-20,btc,41247.82,3133751.75
2022-03-19,btc,42190.65,3204239.25
2022-03-18,btc,41801.16,3174658.0
2022-03-17,btc,40951.38,3111562.0
2022-03-16,btc,41143.93,3127944.25
2022-03-15,btc,39338.79,3001291.75
2022-03-14,btc,39666.75,3034124.0
2022-03-13,btc,37849.66,2905152.25
2022-03-12,btc,38904.01,2986241.0
2022-03-11,btc,38794.97,2977871.0
2022-03-10,btc,39437.46,3009494.0
2022-03-09,btc,41982.93,3196376.75
2022-03-08,btc,38737.27,2979467.0
2022-03-07,btc,38062.04,2933861.75
2022-03-06,btc,38419.98,2936117.0
2022-03-05,btc,39400.59,3010709.0
2022-03-04,btc,39137.61,2990614.0
2022-03-03,btc,42451.79,3221541.0
2022-03-02,btc,43924.12,3319986.75
2022-03-01,btc,44354.64,3362145.75
2022-02-28,btc,43193.23,3251804.75
2022-02-27,btc,37709.79,2830794.5
2022-02-26,btc,39105.15,2935838.5
2022-02-25,btc,39214.22,2943239.0
2022-02-24,btc,38332.61,2890606.5
2022-02-23,btc,37296.57,2784375.5
2022-02-22,btc,38286.03,2857152.25
2022-02-21,btc,37075.28,2774695.25
2022-02-20,btc,38431.38,2870256.25
2022-02-19,btc,40122.16,2996499.0
2022-02-18,btc,40030.98,2989689.5
2022-02-17,btc,40538.01,3043476.5
2022-02-16,btc,43961.86,3295420.5
2022-02-15,btc,44575.2,3350889.75
2022-02-14,btc,42586.92,3223218.5
2022-02-13,btc,42197.52,3184215.75
2022-02-12,btc,42244.47,3195502.75
2022-02-11,btc,42407.94,3207868.0
2022-02-10,btc,43565.11,3290850.0
2022-02-09,btc,44338.8,3316948.25
2022-02-08,btc,44118.45,3295456.0
2022-02-07,btc,43840.29,3273052.0
2022-02-06,btc,42412.43,3165757.5
2022-02-05,btc,41441.16,3093431.75
2022-02-04,btc,41500.88,3097888.75
2022-02-03,btc,37154.6,2773377.75
2022-02-02,btc,36952.98,2764916.5
2022-02-01,btc,38743.27,2895895.25
2022-01-31,btc,38483.13,2869150.25
2022-01-30,btc,37917.6,2845582.5
2022-01-29,btc,38138.18,2860422.5
2022-01-28,btc,37784.33,2833883.5
2022-01-27,btc,37138.23,2793149.75
2022-01-26,btc,36852.12,2765090.25
2022-01-25,btc,36954.0,2762910.25
2022-01-24,btc,36654.33,2736064.25
2022-01-23,btc,36276.8,2699641.25
2022-01-22,btc,35030.25,2606967.0
2022-01-21,btc,36457.32,2713170.0
2022-01-20,btc,40680.42,3028362.0
2022-01-19,btc,41744.33,3107925.5
2022-01-18,btc,42375.63,3162067.25
2022-01-17,btc,42250.55,3137342.5
2022-01-16,btc,43113.88,3202534.5
2022-01-15,btc,43177.4,3201873.75
2022-01-14,btc,43099.7,3196112.0
2022-01-13,btc,42591.57,3150603.0
2022-01-12,btc,43949.1,3243415.0
2022-01-11,btc,42735.86,3154570.0
2022-01-10,btc,41821.26,3097138.5
2022-01-09,btc,41911.6,3112181.75
2022-01-08,btc,41733.94,3098125.5
2022-01-07,btc,41557.9,3084876.25
2022-01-06,btc,43160.93,3211969.75
2022-01-05,btc,43569.0,3242895.75
2022-01-04,btc,45897.57,3420983.25
2022-01-03,btc,46458.12,3456649.25
2022-01-02,btc,47345.22,3527718.0
2022-01-01,btc,47686.81,3553432.75
2021-12-31,btc,46306.45,3450573.5
2021-12-30,btc,47178.13,3511630.75
2021-12-29,btc,46444.71,3463408.25
2021-12-28,btc,47588.86,3556736.0
2021-12-27,btc,50640.42,3797046.0
2021-12-26,btc,50809.52,3830783.25
2021-12-25,btc,50429.86,3788061.5
2021-12-24,btc,50822.2,3817532.25
2021-12-23,btc,50784.54,3812273.5
2021-12-22,btc,48628.51,3669738.25
2021-12-21,btc,48936.61,3703848.25
2021-12-20,btc,46880.28,3551600.75
2021-12-19,btc,46707.02,3550821.0
2021-12-18,btc,46848.78,3562919.75
2021-12-17,btc,46202.14,3513788.5
2021-12-16,btc,47665.43,3630568.5
2021-12-15,btc,48896.72,3726499.5
2021-12-14,btc,46612.63,3544772.0
2021-12-13,btc,46737.48,3543970.0
2021-12-12,btc,50098.34,3793918.75
2021-12-11,btc,49362.51,3737606.0
2021-12-10,btc,47243.3,3580690.5
2021-12-09,btc,47672.12,3603971.5
2021-12-08,btc,50504.8,3807230.5
2021-12-07,btc,50700.09,3823234.75
2021-12-06,btc,50582.63,3813502.75
2021-12-05,btc,49368.85,3714842.75
2021-12-04,btc,49200.7,3701246.0
2021-12-03,btc,53598.25,4036931.75
2021-12-02,btc,56477.82,4234772.0
2021-12-01,btc,57229.83,4293276.5
2021-11-30,btc,57005.43,4278323.0
2021-11-29,btc,57806.57,4338680.5
2021-11-28,btc,57248.46,4296522.0
2021-11-27,btc,54815.08,4114036.25
2021-11-26,btc,53569.77,4020571.5
2021-11-25,btc,57274.68,4267368.0
2021-11-24,btc,56280.43,4199930.0
2021-11-23,btc,57569.07,4285860.0
2021-11-22,btc,56289.29,4189614.5
2021-11-21,btc,58730.48,4364864.0
2021-11-20,btc,59697.2,4436149.5
2021-11-19,btc,58119.58,4318915.0
2021-11-18,btc,56942.14,4223737.5
2021-11-17,btc,60368.01,4482920.0
2021-11-16,btc,60161.25,4479537.5
2021-11-15,btc,63557.87,4730660.0
2021-11-14,btc,65466.84,4867364.0
2021-11-13,btc,64469.53,4793764.0
2021-11-12,btc,64155.94,4769818.0
2021-11-11,btc,64949.96,4827272.5
2021-11-10,btc,64995.23,4835980.0
2021-11-09,btc,66971.83,4967632.0
2021-11-08,btc,67566.83,4994456.0
2021-11-07,btc,63326.99,4698392.5
2021-11-06,btc,61527.48,4564794.5
2021-11-05,btc,61125.68,4534984.0
2021-11-04,btc,61452.23,4576860.0
2021-11-03,btc,62970.05,4687222.5
2021-11-02,btc,63226.4,4723805.0
2021-11-01,btc,61004.41,4564969.5
2021-10-31,btc,61318.96,4594486.5
2021-10-30,btc,61888.83,4637240.5
2021-10-29,btc,62227.96,4662651.0
2021-10-28,btc,60622.14,4534387.0
2021-10-27,btc,58482.39,4388398.5
2021-10-26,btc,60363.79,4520599.0
2021-10-25,btc,63039.82,4733682.5
2021-10-24,btc,60930.84,4569445.0
2021-10-23,btc,61393.62,4604490.0
2021-10-22,btc,60692.27,4551546.5
2021-10-21,btc,62210.17,4657473.5
2021-10-20,btc,65992.84,4936755.5
2021-10-19,btc,64261.99,4827383.0
2021-10-18,btc,62026.08,4666578.0
2021-10-17,btc,61553.62,4616900.0
2021-10-16,btc,60892.18,4563153.5
2021-10-15,btc,61593.95,4615743.0
2021-10-14,btc,57321.52,4298842.5
2021-10-13,btc,57401.1,4322679.0
2021-10-12,btc,56041.06,4230211.5
2021-10-11,btc,57484.79,4334517.5
2021-10-10,btc,54771.58,4124631.5
2021-10-09,btc,54968.22,4129844.5
2021-10-08,btc,53967.85,4064102.5
2021-10-07,btc,53805.98,4026320.25
2021-10-06,btc,55361.45,4139246.0
2021-10-05,btc,51514.81,3841122.5
2021-10-04,btc,49112.9,3662498.25
2021-10-03,btc,48199.95,3574140.25
2021-10-02,btc,47711.49,3537914.0
2021-10-01,btc,48116.94,3567979.5
2021-09-30,btc,43790.89,3251677.75
2021-09-29,btc,41564.36,3089169.75
2021-09-28,btc,41034.54,3043267.25
2021-09-27,btc,42235.73,3118076.25
2021-09-26,btc,43208.54,3189358.0
2021-09-25,btc,42716.59,3153044.25
2021-09-24,btc,42839.75,3162135.0
2021-09-23,btc,44895.1,3315061.0
2021-09-22,btc,43574.51,3219073.0
2021-09-21,btc,40693.68,3003004.0
2021-09-20,btc,42843.8,3155842.75
2021-09-19,btc,47260.22,3482905.25
2021-09-18,btc,48278.36,3558055.0
2021-09-17,btc,47267.52,3483557.25
2021-09-16,btc,47783.36,3515190.0
2021-09-15,btc,48176.35,3540005.25
2021-09-14,btc,47092.49,3468075.0
2021-09-13,btc,44963.07,3306672.0
2021-09-12,btc,46063.27,3386781.25
2021-09-11,btc,45201.46,3323487.0
2021-09-10,btc,44883.91,3300138.75
2021-09-09,btc,46391.42,3411249.5
2021-09-08,btc,46091.39,3402109.25
2021-09-07,btc,46811.13,3435499.0
2021-09-06,btc,52633.54,3848050.75
2021-09-05,btc,51753.41,3777727.5
2021-09-04,btc,49944.63,3645690.5
2021-09-03,btc,50025.38,3651584.75
2021-09-02,btc,49327.72,3603614.5
2021-09-01,btc,48847.03,3565117.5
2021-08-31,btc,47166.69,3443024.0
2021-08-30,btc,47054.98,3454374.5
2021-08-29,btc,48829.83,3588839.0
2021-08-28,btc,48902.4,3594170.0
2021-08-27,btc,49058.67,3605655.25
2021-08-26,btc,46942.22,3481063.0
2021-08-25,btc,48960.79,3628118.75
2021-08-24,btc,47706.12,3537172.75
2021-08-23,btc,49546.15,3671674.5
2021-08-22,btc,49321.65,3664685.0
2021-08-21,btc,48905.49,3633810.0
2021-08-20,btc,49339.18,3665984.75
2021-08-19,btc,46717.58,3477168.25
2021-08-18,btc,44801.19,3327386.75
2021-08-17,btc,44695.36,3323758.75
2021-08-16,btc,46004.48,3410852.25
2021-08-15,btc,47047.0,3491689.5
2021-08-14,btc,47096.95,3495394.0
2021-08-13,btc,47793.32,3547077.0
2021-08-12,btc,44428.29,3299260.5
2021-08-11,btc,45593.64,3378509.0
2021-08-10,btc,45585.03,3393156.0
2021-08-09,btc,46365.4,3452667.0
2021-08-08,btc,43798.12,3262594.0
2021-08-07,btc,44555.8,3306508.5
2021-08-06,btc,42816.5,3178784.75
2021-08-05,btc,40869.55,3027324.25
2021-08-04,btc,39747.5,2948865.25
2021-08-03,btc,38152.98,2831506.5
2021-08-02,btc,39201.95,2913965.25
2021-08-01,btc,39974.89,2973306.5
2021-07-31,btc,41626.2,3096127.25
2021-07-30,btc,42235.55,3141450.5
2021-07-29,btc,40008.42,2970715.25
2021-07-28,btc,39995.91,2975305.0
2021-07-27,btc,39406.94,2935918.0
2021-07-26,btc,37337.54,2773796.25
2021-07-25,btc,35350.19,2631791.5
2021-07-24,btc,34292.45,2552849.75
2021-07-23,btc,33581.55,2500114.5
2021-07-22,btc,32313.11,2405822.0
2021-07-21,btc,32110.69,2390334.5
2021-07-20,btc,29807.35,2221459.25
2021-07-19,btc,30817.83,2311138.5
2021-07-18,btc,31796.81,2371928.75
2021-07-17,btc,31533.07,2353344.25
2021-07-16,btc,31421.54,2345052.25
2021-07-15,btc,31780.73,2368921.5
2021-07-14,btc,32822.35,2444258.75
2021-07-13,btc,32702.03,2441512.5
2021-07-12,btc,33155.85,2471501.5
2021-07-11,btc,34240.19,2550786.0
2021-07-10,btc,33520.52,2496965.25
2021-07-09,btc,33798.01,2517635.75
2021-07-08,btc,32877.37,2456651.5
2021-07-07,btc,33855.33,2533128.5
2021-07-06,btc,34235.2,2559397.0
2021-07-05,btc,33746.0,2507936.75
2021-07-04,btc,35287.78,2628306.0
2021-07-03,btc,34668.55,2582215.75
2021-07-02,btc,33897.05,2524721.5
2021-07-01,btc,33572.12,2503053.25
2021-06-30,btc,35040.84,2606038.0
2021-06-29,btc,35867.78,2664539.75
2021-06-28,btc,34434.34,2557977.0
2021-06-27,btc,34649.64,2571713.5
2021-06-26,btc,32186.28,2387702.0
2021-06-25,btc,31637.78,2347012.25
2021-06-24,btc,34662.44,2571625.25
2021-06-23,btc,33723.03,2503838.25
2021-06-22,btc,32505.66,2416225.25
2021-06-21,btc,31676.69,2348365.75
2021-06-20,btc,35698.3,2646819.5
2021-06-19,btc,35615.87,2640706.5
2021-06-18,btc,35787.25,2653413.0
2021-06-17,btc,38053.5,2825630.25
2021-06-16,btc,38347.06,2830947.25
2021-06-15,btc,40406.27,2963664.75
2021-06-14,btc,40218.48,2943230.5
2021-06-13,btc,39097.86,2863208.75
2021-06-12,btc,35552.52,2603574.75
2021-06-11,btc,37334.4,2734065.25
2021-06-10,btc,36702.6,2679750.5
2021-06-09,btc,37345.12,2725654.0
2021-06-08,btc,33472.63,2442683.75
2021-06-07,btc,33560.71,2443543.25
2021-06-06,btc,35862.38,2614724.0
2021-06-05,btc,35551.96,2592088.0
2021-06-04,btc,36894.41,2689965.5
2021-06-03,btc,39208.77,2863975.0
2021-06-02,btc,37575.18,2741540.0
2021-06-01,btc,36684.93,2672689.5
2021-05-31,btc,37332.86,2706163.5
2021-05-30,btc,35678.13,2582873.75
2021-05-29,btc,34616.07,2505985.25
2021-05-28,btc,35697.61,2584281.75
2021-05-27,btc,38436.97,2793746.75
2021-05-26,btc,39294.2,2855617.5
2021-05-25,btc,38402.22,2795880.0
2021-05-24,btc,38705.98,2819221.5
2021-05-23,btc,34770.58,2535125.0
2021-05-22,btc,37536.63,2736998.5
2021-05-21,btc,37304.69,2720086.5
2021-05-20,btc,40782.74,2978043.25
2021-05-19,btc,37002.44,2709442.75
2021-05-18,btc,42909.4,3137897.75
2021-05-17,btc,43537.51,3189991.25
2021-05-16,btc,46456.06,3404260.75
2021-05-15,btc,46760.19,3426544.5
2021-05-14,btc,49880.54,3655200.5
2021-05-13,btc,49716.19,3651423.0
2021-05-12,btc,49150.54,3621502.0
2021-05-11,btc,56704.57,4160718.0
2021-05-10,btc,55859.8,4105709.25
2021-05-09,btc,58232.32,4267878.5
2021-05-08,btc,58803.78,4310081.5
2021-05-07,btc,57356.4,4203679.5
